Matrice de corrélation :

             idf    scq   ictf  llm_score
idf        1.000  0.001  0.994      0.098
scq        0.001  1.000 -0.010      0.212
ictf       0.994 -0.010  1.000      0.086
llm_score  0.098  0.212  0.086      1.000


Extrait des scores par requête :
389     0.357076  3.251530 113.695776  2.598607       0.10
390     0.848603  5.009943  92.430707  4.204236       0.65
391     0.926636  2.855929 142.125550  1.893038       0.65
392     1.000000  6.548867  56.295756  5.583031       0.31
393     0.388244  4.438322  85.904090  4.074967       1.00
394     0.085143  2.102712  57.281851  1.299857       0.70
395     0.291559  4.825770  48.150214  4.215799       0.20
396     1.000000  4.387080 127.021435  3.948367       1.00
397     0.073364  4.257979  87.678897  3.868648       0.71
398     0.110046  4.421195 130.110055  3.972798       0.82
399     0.316916  6.456166 101.721477  5.637067       0.85
400     0.857205  5.335224 149.908738  4.574870       0.40
401     0.293456  2.674088  99.573293  1.977590       0.43
402     0.564544  5.173440  99.251400  4.564689       0.83
403     0.845426  8.734257  55.438291  7.834574       0.51
404     0.154574  3.067875 108.707366  2.333202       0.75
405     0.232973  5.115982  86.011995  4.770185       0.40
406     0.494640  7.258015  54.449752  6.677121       0.95
407     0.857981  5.183686 144.327844  4.629527       0.65
408     0.399569  5.260913  97.315418  4.876563       0.55
409     0.399569  3.744785 160.361227  3.274210       1.00
410     1.000000  5.392931  85.313461  4.512221       0.85
411     0.469000  6.413989 148.595443  6.157780       0.42
412     0.617764  2.798045  69.232898  1.927452       0.76
413     0.221193  2.865049  70.258528  1.915053       0.55
414     0.519997  4.263137 138.238345  3.224351       0.78
415     1.000000  4.595789 137.221768  3.879117       0.40
416     0.520618  3.571503 107.613727  2.862187       0.87
417     0.735380  4.668756  46.145589  4.312868       0.20
418     0.708441  5.129597  89.250415  4.401562       0.31
419     0.110046  4.848848 145.178298  4.218871       0.65
420     0.921602  5.662689 153.507247  5.055426       0.92
421     0.138862  5.440336 113.342610  4.524963       0.68
422     0.476071  4.413032 133.716219  3.909854       0.75
423     0.914857  8.008727 155.772969  7.414565       0.75
424     0.000000  5.321751  49.181981  4.943937       0.00
425     0.860382  4.518242  84.932314  3.821119       0.85
426     0.227840  3.403130 115.422218  2.747779       0.44
427     0.576323  5.033237 133.467924  4.399247       0.75
428     0.492006  3.149155 108.079191  2.492742       1.00
429     0.353881  8.602197  54.094069  7.893705       0.92
430     0.701290  5.017023 139.795392  4.456582       0.75
431     1.000000  4.686212  91.697835  3.736455       0.55
432     0.000000  4.298160 130.428309  3.754365       0.40
433     0.110046  6.295668 143.367274  5.887566       0.65
434     0.926636  3.998636  85.314808  3.087710       0.62
435     0.094788  3.345281 113.177501  2.827348       0.72
436     0.430421  4.309990  91.576888  3.561036       1.00
437     0.000000  3.796750 126.296848  2.968572       0.71
438     0.391382  7.647314  88.878075  7.279747       1.00
439     0.220092  4.563003 137.237116  4.114762       0.35
440     0.224006  3.778143  84.934049  2.994358       1.00
441     0.772838  8.522948  53.638761  7.888641       0.86
442     0.000000  3.855127  76.824492  3.386930       0.31
443     0.591927  3.621643 120.022774  2.871118       1.00
444     0.914857  7.851915 104.913302  6.987705       0.60
445     0.775337  5.211091  92.429008  4.557443       0.75
446     0.693761  4.211430  88.902461  3.641816       0.40
447     0.278198  5.146649  90.817904  4.412906       0.92
448     0.138862  3.010511  72.239660  2.283832       0.71
449     0.229796  6.368066 103.292353  6.045386       0.78
450     0.860382  4.063879 130.324461  3.230571       1.00
601     0.501726  3.897940 132.651455  2.785676       0.35
602     0.234496  4.939996 151.968020  3.938826       0.76
603     0.397106  4.989948 147.473837  4.332796       0.75
604     0.854388  7.932523 106.944018  7.403941       0.77
605     0.066254  2.817757 137.527909  2.210600       0.55
606     0.620768  4.342144 133.141430  3.933528       0.64
607     0.366801  3.864251 123.375750  3.253831       0.92
608     0.057960  2.260157  90.405445  1.393076       0.75
609     0.676352  3.910500 165.343807  3.147010       0.76
610     0.000000  5.162663 157.319828  4.652037       0.75
611     0.287445  4.408256 133.821475  3.676956       1.00
612     0.564858  5.065250  99.154462  4.051251       0.70
613     0.407104  6.372287 132.120071  5.730178       0.68
614     0.370284  9.849845 150.754904  8.450222       0.85
615     0.185131  4.041073 129.786792  3.255529       0.72
616     0.725568  4.740269  94.353748  4.072437       0.75
617     0.333192  3.497951 121.480517  2.447088       0.65
618     0.054303  5.756734 147.239130  5.137025       1.00
619     0.634794  5.969163 153.849237  5.261740       0.76
620     0.073356  3.078476 114.214236  1.993728       0.81
621     0.776555  4.635158 175.739445  4.045365       0.75
622     0.049292  2.724291  66.734409  1.995742       0.51
623     0.535479  3.947876 131.573527  3.019194       0.83
624     0.345591  4.856164 128.724099  4.129555       0.25
625     0.094788  5.932639 132.095167  5.240081       1.00
626     0.246551  3.929988  83.525266  3.400130       0.55
627     0.000000  3.005835 110.045917  2.145530       0.74
628     0.336962  7.665675 129.455607  7.072475       0.85
629     0.190143  4.233824 135.274660  3.422042       0.75
630     0.880740  4.260597 127.784162  3.729256       0.83
631     0.106113  3.349135 151.949941  2.487308       0.76
632     0.460952  4.518547 182.376264  3.928704       0.75
633     0.782676  6.398601 104.776405  5.903286       0.82
634     0.782739  5.524437 138.796303  4.467482       0.85
635     0.784617  3.969165 124.385866  3.477798       0.72
636     0.467428  3.993780 131.079491  3.216987       0.64
637     0.617560  6.251089 153.387217  5.641161       0.85
638     0.080391  3.811267  81.832398  3.496452       0.75
639     0.358954  2.861795 103.563588  2.289091       1.00
640     0.345000  3.661549 111.643998  3.133624       0.83
641     0.312914  4.570765 181.929786  3.801710       0.76
642     0.199306  4.726428 133.318109  4.245917       1.00
643     0.353896  4.973712 195.247981  4.245781       0.76
644     0.303819  3.882712 120.928875  3.285098       0.78
645     0.891174  5.860498 103.490547  5.011113       1.00
646     0.230123  6.091944 124.511331  5.620234       0.62
647     0.514417  5.428294  90.665967  4.840592       0.65
648     0.665193  2.431974  93.096581  1.831303       0.73
649     0.926636  4.507519  92.819775  3.575966       1.00
650     0.092366  4.947083 134.594721  4.260804       0.71
651     0.099671  4.071251 129.424193  3.496760       0.42
652     0.712374  5.298688 130.038836  4.700261       0.74
653     0.277962  6.270204 163.947524  5.286800       0.77
654     0.706584  3.087221 107.001932  2.423528       0.76
655     0.000000  4.270329 127.803892  3.834543       0.75
656     0.674936  3.447631 113.495704  2.878208       0.85
657     0.735964  4.033468 126.381316  3.354511       0.70
658     0.269584  6.199401 103.964929  5.794427       1.00
659     0.641708  3.040354  74.001679  2.180478       1.00
660     0.691697  4.216288 131.767170  3.387136       0.78
661     0.694281  7.801698 134.664809  7.233535       0.76
662     0.639387  5.460473  83.813811  4.876160       0.74
663     0.551785  3.638998 123.345953  2.890131       0.72
664     0.690790  3.661565 124.400969  2.759141       0.77
665     0.348274  5.211926 191.395029  4.575260       0.42
666     0.000000  3.869160 124.625261  3.306925       0.75
667     0.678504  4.876727 133.028363  4.419908       1.00
668     0.541793  4.712272  47.055736  4.210169       0.40
669     0.149824  4.263974  91.875206  3.437827       0.82
670     0.251632  4.779887 130.528763  4.248744       1.00
671     0.333688  3.794788 119.738414  3.238308       0.75
673     0.630024  4.153706 131.985909  3.380398       0.75
674     0.209049  5.692948 102.122229  5.038661       0.65
675     0.393278  4.301110 134.075246  3.574031       0.75
676     0.289523  6.121759 105.011826  5.507731       0.75
677     0.882673  6.162942 144.491376  5.782033       0.86
678     0.339749  3.598850 117.508541  3.100937       0.74
679     0.939791  2.262573  88.073299  1.714725       0.76
680     0.204627  3.640519 123.611901  2.789210       0.43
681     0.310267  3.065849 107.002546  2.512023       0.76
682     0.582561  3.899887 126.015599  3.353661       1.00
683     0.314880  6.085424 101.559859  5.778551       0.78
684     0.328722  1.682064  72.608004  1.075555       0.63
685     0.320007  4.173005 127.772421  3.797811       0.75
686     0.348255  4.399766 129.403729  3.678891       0.90
687     0.386080  3.144000 109.717746  2.429273       1.00
688     0.000000  4.081288 168.209549  3.611424       0.42
689     0.073364  2.357409  91.676829  1.637833       0.62
690     0.000000  3.224688 113.156102  2.605208       0.43
691     0.602052  3.009604 106.959994  2.363960       0.80
692     0.528243  5.106229 187.304542  4.481256       0.92
693     0.325029  3.344927 115.354750  2.799344       0.45
694     0.882964  6.379667 102.317276  5.958512       0.78
695     0.598789  3.978588 168.808177  3.390923       0.75
696     0.760559  4.280731 133.384266  3.675114       0.78
697     0.216793  2.767333 102.018295  2.030159       0.76
698     0.545891  4.227509 125.411465  3.401227       0.62
699     0.591464  2.107185  56.075745  1.555533       0.72
700     0.230474  4.110897 131.775930  3.173739       0.82


Moyenne ndcg_cut_10 : 0.4485


idf — Kendall: 0.170, Pearson: 0.255

scq — Kendall: -0.001, Pearson: -0.033

ictf — Kendall: 0.152, Pearson: 0.241

llm_score — Kendall: 0.107, Pearson: 0.127
