Matrice de corrélation :

             idf    scq   ictf  llm_score
idf        1.000  0.001  0.994      0.162
scq        0.001  1.000 -0.010      0.193
ictf       0.994 -0.010  1.000      0.149
llm_score  0.162  0.193  0.149      1.000


Extrait des scores par requête :
363 0.021106  4.126361 130.405515  3.504326       1.00
364 0.491187  8.364724  56.848730  7.383895       1.00
365 0.801188  6.097733  97.279490  5.454929       0.71
366 0.493187  3.823294 108.296469  3.014770       0.52
367 0.064703  7.185444  54.835625  6.547545       0.30
368 0.387696  6.464727 104.869221  5.884728       1.00
369 0.276943 10.066794 129.932795  9.886863       0.85
370 0.105097  2.802017 105.994886  1.812682       0.50
371 0.002501  4.775663 122.709967  4.103023       0.43
372 0.109174  4.285920 129.844982  3.638654       0.76
373 0.333132  4.714883 126.971040  3.857766       0.75
374 0.272728  4.956291 140.271925  4.586442       0.75
375 0.196052  4.742215  92.822356  3.853948       0.72
376 0.022451  2.144902  57.521096  1.422917       0.70
377 0.342186  5.784883 100.936741  5.188605       0.70
378 0.008182  3.900599  83.136303  3.376848       0.65
379 0.028042  5.256825  48.020841  5.051277       0.34
380 0.189173  4.930507 133.144218  4.322533       0.83
381 0.050913  3.779970  81.917603  3.300132       0.30
382 0.541913  4.932571 145.049682  4.117375       0.76
383 0.022087  3.873938 127.357972  3.177405       0.65
384 0.194394  4.110322 129.028801  3.414308       0.50
385 0.287200  4.220817 131.051577  3.360428       0.81
386 0.034426  4.014468 130.412567  3.304471       1.00
387 0.137859  4.581803  96.201497  3.544981       0.65
388 0.016114  3.609745 119.287237  3.002430       0.78
389 0.023492  3.251530 113.695776  2.598607       0.10
390 0.093003  5.009943  92.430707  4.204236       0.74
391 0.261950  2.855929 142.125550  1.893038       1.00
392 0.476488  6.548867  56.295756  5.583031       0.31
393 0.055555  4.438322  85.904090  4.074967       0.75
394 0.017410  2.102712  57.281851  1.299857       0.62
395 0.129429  4.825770  48.150214  4.215799       0.30
396 0.311973  4.387080 127.021435  3.948367       0.72
397 0.017171  4.257979  87.678897  3.868648       0.73
398 0.018969  4.421195 130.110055  3.972798       0.76
399 0.119157  6.456166 101.721477  5.637067       1.00
400 0.390142  5.335224 149.908738  4.574870       0.45
401 0.032759  2.674088  99.573293  1.977590       0.65
402 0.150171  5.173440  99.251400  4.564689       1.00
403 0.725717  8.734257  55.438291  7.834574       0.82
404 0.169611  3.067875 108.707366  2.333202       0.76
405 0.060702  5.115982  86.011995  4.770185       0.40
406 0.404368  7.258015  54.449752  6.677121       0.95
407 0.289640  5.183686 144.327844  4.629527       0.67
408 0.136854  5.260913  97.315418  4.876563       0.75
409 0.137198  3.744785 160.361227  3.274210       0.45
410 0.855251  5.392931  85.313461  4.512221       0.85
411 0.212419  6.413989 148.595443  6.157780       0.45
412 0.247323  2.798045  69.232898  1.927452       1.00
413 0.077069  2.865049  70.258528  1.915053       0.65
414 0.255789  4.263137 138.238345  3.224351       0.78
415 0.239844  4.595789 137.221768  3.879117       0.65
416 0.353993  3.571503 107.613727  2.862187       1.00
417 0.303499  4.668756  46.145589  4.312868       0.20
418 0.433428  5.129597  89.250415  4.401562       0.45
419 0.044797  4.848848 145.178298  4.218871       1.00
420 0.396858  5.662689 153.507247  5.055426       0.95
421 0.045089  5.440336 113.342610  4.524963       0.75
422 0.296684  4.413032 133.716219  3.909854       0.65
423 0.636489  8.008727 155.772969  7.414565       1.00
424 0.128182  5.321751  49.181981  4.943937       0.20
425 0.455872  4.518242  84.932314  3.821119       0.70
426 0.046405  3.403130 115.422218  2.747779       0.61
427 0.139128  5.033237 133.467924  4.399247       0.75
428 0.243281  3.149155 108.079191  2.492742       0.75
429 0.393227  8.602197  54.094069  7.893705       0.90
430 0.647833  5.017023 139.795392  4.456582       0.78
431 0.527616  4.686212  91.697835  3.736455       0.43
432 0.001905  4.298160 130.428309  3.754365       0.42
433 0.047977  6.295668 143.367274  5.887566       0.75
434 0.427303  3.998636  85.314808  3.087710       1.00
435 0.043431  3.345281 113.177501  2.827348       0.75
436 0.057999  4.309990  91.576888  3.561036       0.78
437 0.024061  3.796750 126.296848  2.968572       0.61
438 0.248057  7.647314  88.878075  7.279747       0.20
439 0.032624  4.563003 137.237116  4.114762       1.00
440 0.081351  3.778143  84.934049  2.994358       1.00
441 0.672694  8.522948  53.638761  7.888641       0.95
442 0.011344  3.855127  76.824492  3.386930       0.25
443 0.153160  3.621643 120.022774  2.871118       0.42
444 0.698046  7.851915 104.913302  6.987705       0.60
445 0.187170  5.211091  92.429008  4.557443       0.72
446 0.193254  4.211430  88.902461  3.641816       0.35
447 0.198306  5.146649  90.817904  4.412906       1.00
448 0.020349  3.010511  72.239660  2.283832       0.76
449 0.081301  6.368066 103.292353  6.045386       0.76
450 0.309955  4.063879 130.324461  3.230571       0.73
601 0.531579  3.897940 132.651455  2.785676       0.20
602 0.301844  4.939996 151.968020  3.938826       0.75
603 0.264028  4.989948 147.473837  4.332796       0.50
604 0.732761  7.932523 106.944018  7.403941       1.00
605 0.073464  2.817757 137.527909  2.210600       0.45
606 0.338498  4.342144 133.141430  3.933528       0.75
607 0.224394  3.864251 123.375750  3.253831       0.92
608 0.066794  2.260157  90.405445  1.393076       0.75
609 0.314134  3.910500 165.343807  3.147010       1.00
610 0.019239  5.162663 157.319828  4.652037       0.72
611 0.208005  4.408256 133.821475  3.676956       0.55
612 0.531544  5.065250  99.154462  4.051251       0.64
613 0.192395  6.372287 132.120071  5.730178       0.75
614 0.177410  9.849845 150.754904  8.450222       0.80
615 0.089196  4.041073 129.786792  3.255529       0.65
616 0.758457  4.740269  94.353748  4.072437       0.72
617 0.297425  3.497951 121.480517  2.447088       0.65
618 0.182630  5.756734 147.239130  5.137025       0.92
619 0.630725  5.969163 153.849237  5.261740       0.78
620 0.069483  3.078476 114.214236  1.993728       0.83
621 0.423310  4.635158 175.739445  4.045365       1.00
622 0.041770  2.724291  66.734409  1.995742       0.70
623 0.258991  3.947876 131.573527  3.019194       0.76
624 0.258528  4.856164 128.724099  4.129555       0.15
625 0.039967  5.932639 132.095167  5.240081       0.50
626 0.211137  3.929988  83.525266  3.400130       0.43
627 0.011140  3.005835 110.045917  2.145530       0.75
628 0.259454  7.665675 129.455607  7.072475       0.85
629 0.163100  4.233824 135.274660  3.422042       0.70
630 0.695437  4.260597 127.784162  3.729256       0.80
631 0.172331  3.349135 151.949941  2.487308       0.85
632 0.241439  4.518547 182.376264  3.928704       0.75
633 0.472047  6.398601 104.776405  5.903286       0.83
634 0.715228  5.524437 138.796303  4.467482       0.70
635 0.555543  3.969165 124.385866  3.477798       0.76
636 0.360032  3.993780 131.079491  3.216987       0.75
637 0.420554  6.251089 153.387217  5.641161       0.87
638 0.031248  3.811267  81.832398  3.496452       0.75
639 0.130971  2.861795 103.563588  2.289091       0.44
640 0.314994  3.661549 111.643998  3.133624       0.76
641 0.243996  4.570765 181.929786  3.801710       0.70
642 0.149199  4.726428 133.318109  4.245917       0.80
643 0.342206  4.973712 195.247981  4.245781       0.74
644 0.189832  3.882712 120.928875  3.285098       0.71
645 0.616310  5.860498 103.490547  5.011113       0.65
646 0.201036  6.091944 124.511331  5.620234       0.55
647 0.206134  5.428294  90.665967  4.840592       0.45
648 0.259510  2.431974  93.096581  1.831303       0.75
649 0.548955  4.507519  92.819775  3.575966       0.53
650 0.098430  4.947083 134.594721  4.260804       0.75
651 0.059053  4.071251 129.424193  3.496760       0.55
652 0.269744  5.298688 130.038836  4.700261       0.72
653 0.577185  6.270204 163.947524  5.286800       0.75
654 0.207029  3.087221 107.001932  2.423528       0.76
655 0.003490  4.270329 127.803892  3.834543       0.75
656 0.265831  3.447631 113.495704  2.878208       1.00
657 0.407958  4.033468 126.381316  3.354511       0.75
658 0.111571  6.199401 103.964929  5.794427       0.80
659 0.364506  3.040354  74.001679  2.180478       0.74
660 0.635224  4.216288 131.767170  3.387136       0.75
661 0.583565  7.801698 134.664809  7.233535       0.73
662 0.595034  5.460473  83.813811  4.876160       0.73
663 0.421093  3.638998 123.345953  2.890131       0.92
664 0.510885  3.661565 124.400969  2.759141       0.90
665 0.267580  5.211926 191.395029  4.575260       0.50
666 0.009285  3.869160 124.625261  3.306925       0.73
667 0.333195  4.876727 133.028363  4.419908       1.00
668 0.362836  4.712272  47.055736  4.210169       1.00
669 0.147395  4.263974  91.875206  3.437827       0.75
670 0.099156  4.779887 130.528763  4.248744       0.75
671 0.278343  3.794788 119.738414  3.238308       0.76
673 0.276347  4.153706 131.985909  3.380398       0.82
674 0.127724  5.692948 102.122229  5.038661       0.76
675 0.278349  4.301110 134.075246  3.574031       0.76
676 0.264340  6.121759 105.011826  5.507731       0.83
677 0.914352  6.162942 144.491376  5.782033       0.95
678 0.141847  3.598850 117.508541  3.100937       0.72
679 0.841667  2.262573  88.073299  1.714725       0.76
680 0.082549  3.640519 123.611901  2.789210       0.43
681 0.304636  3.065849 107.002546  2.512023       0.75
682 0.248456  3.899887 126.015599  3.353661       0.40
683 0.035646  6.085424 101.559859  5.778551       0.75
684 0.074955  1.682064  72.608004  1.075555       0.72
685 0.266311  4.173005 127.772421  3.797811       0.65
686 0.299664  4.399766 129.403729  3.678891       0.76
687 0.344437  3.144000 109.717746  2.429273       0.50
688 0.049079  4.081288 168.209549  3.611424       0.52
689 0.047708  2.357409  91.676829  1.637833       0.40
690 0.003002  3.224688 113.156102  2.605208       0.43
691 0.292048  3.009604 106.959994  2.363960       0.75
692 0.365111  5.106229 187.304542  4.481256       0.85
693 0.297831  3.344927 115.354750  2.799344       0.43
694 0.491084  6.379667 102.317276  5.958512       0.90
695 0.271091  3.978588 168.808177  3.390923       1.00
696 0.309189  4.280731 133.384266  3.675114       0.70
697 0.108189  2.767333 102.018295  2.030159       0.83
698 0.458220  4.227509 125.411465  3.401227       0.45
699 0.354999  2.107185  56.075745  1.555533       0.71
700 0.166370  4.110897 131.775930  3.173739       0.75


Moyenne map : 0.2531


idf — Kendall: 0.258, Pearson: 0.448

scq — Kendall: 0.057, Pearson: 0.001

ictf — Kendall: 0.234, Pearson: 0.428

llm_score — Kendall: 0.186, Pearson: 0.243
