Matrice de corrélation :

             idf    scq   ictf  llm_score
idf        1.000  0.002  0.994      0.169
scq        0.002  1.000 -0.009     -0.023
ictf       0.994 -0.009  1.000      0.154
llm_score  0.169 -0.023  0.154      1.000


Extrait des scores par requête :
633 0.782676  6.398601 104.776405  5.903286       0.95
634 0.782739  5.524437 138.796303  4.467482       0.75
635 0.784617  3.969165 124.385866  3.477798       0.85
636 0.467428  3.993780 131.079491  3.216987       0.95
637 0.617560  6.251089 153.387217  5.641161       0.95
638 0.080391  3.811267  81.832398  3.496452       0.95
639 0.358954  2.861795 103.563588  2.289091       0.95
640 0.345000  3.661549 111.643998  3.133624       0.95
641 0.312914  4.570765 181.929786  3.801710       0.75
642 0.199306  4.726428 133.318109  4.245917       0.95
643 0.353896  4.973712 195.247981  4.245781       0.95
644 0.303819  3.882712 120.928875  3.285098       0.95
645 0.891174  5.860498 103.490547  5.011113       0.95
646 0.230123  6.091944 124.511331  5.620234       0.75
647 0.514417  5.428294  90.665967  4.840592       0.95
648 0.665193  2.431974  93.096581  1.831303       0.95
649 0.926636  4.507519  92.819775  3.575966       0.95
650 0.092366  4.947083 134.594721  4.260804       0.85
651 0.099671  4.071251 129.424193  3.496760       0.75
652 0.712374  5.298688 130.038836  4.700261       0.85
653 0.277962  6.270204 163.947524  5.286800       0.85
654 0.706584  3.087221 107.001932  2.423528       0.75
655 0.000000  4.270329 127.803892  3.834543       0.50
656 0.674936  3.447631 113.495704  2.878208       0.95
657 0.735964  4.033468 126.381316  3.354511       0.80
658 0.269584  6.199401 103.964929  5.794427       0.95
659 0.641708  3.040354  74.001679  2.180478       0.95
660 0.691697  4.216288 131.767170  3.387136       0.95
661 0.694281  7.801698 134.664809  7.233535       0.75
662 0.639387  5.460473  83.813811  4.876160       0.80
663 0.551785  3.638998 123.345953  2.890131       0.95
664 0.690790  3.661565 124.400969  2.759141       0.95
665 0.348274  5.211926 191.395029  4.575260       0.95
666 0.000000  3.869160 124.625261  3.306925       0.75
667 0.678504  4.876727 133.028363  4.419908       0.85
668 0.541793  4.712272  47.055736  4.210169       0.65
669 0.149824  4.263974  91.875206  3.437827       0.95
670 0.251632  4.779887 130.528763  4.248744       0.90
671 0.333688  3.794788 119.738414  3.238308       0.75
673 0.630024  4.153706 131.985909  3.380398       0.95
674 0.209049  5.692948 102.122229  5.038661       0.75
675 0.393278  4.301110 134.075246  3.574031       0.85
676 0.289523  6.121759 105.011826  5.507731       0.95
677 0.882673  6.162942 144.491376  5.782033       1.00
678 0.339749  3.598850 117.508541  3.100937       0.75
679 0.939791  2.262573  88.073299  1.714725       0.95
680 0.204627  3.640519 123.611901  2.789210       0.85
681 0.310267  3.065849 107.002546  2.512023       0.85
682 0.582561  3.899887 126.015599  3.353661       0.85
683 0.314880  6.085424 101.559859  5.778551       0.95
684 0.328722  1.682064  72.608004  1.075555       0.85
685 0.320007  4.173005 127.772421  3.797811       0.70
686 0.348255  4.399766 129.403729  3.678891       0.80
687 0.386080  3.144000 109.717746  2.429273       0.85
688 0.000000  4.081288 168.209549  3.611424       0.85
689 0.073364  2.357409  91.676829  1.637833       0.85
690 0.000000  3.224688 113.156102  2.605208       0.75
691 0.602052  3.009604 106.959994  2.363960       0.95
692 0.528243  5.106229 187.304542  4.481256       0.80
693 0.325029  3.344927 115.354750  2.799344       0.65
694 0.882964  6.379667 102.317276  5.958512       0.95
695 0.598789  3.978588 168.808177  3.390923       0.95
696 0.760559  4.280731 133.384266  3.675114       0.85
697 0.216793  2.767333 102.018295  2.030159       0.95
698 0.545891  4.227509 125.411465  3.401227       0.90
699 0.591464  2.107185  56.075745  1.555533       0.95


Moyenne nDCG@10 : 0.4494


idf — Kendall: 0.170, Pearson: 0.254

scq — Kendall: 0.000, Pearson: -0.032

ictf — Kendall: 0.151, Pearson: 0.240

llm_score — Kendall: 0.173, Pearson: 0.224
