Matrice de corrélation :

             idf    scq   ictf  llm_score
idf        1.000  0.001  0.994      0.037
scq        0.001  1.000 -0.010      0.113
ictf       0.994 -0.010  1.000      0.018
llm_score  0.037  0.113  0.018      1.000


Extrait des scores par requête :
347   0.1  5.584754 101.996447  4.968546       0.70
348   0.5 11.385149  35.059936 11.230998       0.85
349   0.8  7.285264  55.980580  6.494800       0.45
350   0.4  3.319638 117.060781  2.491636       0.43
351   0.9  5.233433 143.355317  4.691892       0.86
352   0.6  5.040729 113.845810  4.534776       0.41
353   0.4  5.920969  96.508060  5.437963       0.76
354   0.3  3.413594  77.062285  2.918593       0.40
355   0.4  4.652320 139.621963  4.184866       0.05
356   0.0  6.069007  93.430081  5.209434       1.00
357   0.9  3.146742 111.532647  2.488629       0.75
358   0.6  4.590101 139.002916  4.080425       0.80
359   0.0  4.807740 119.446744  4.266545       0.72
360   0.3  2.851251 105.656495  2.080700       1.00
361   0.5  6.344288  97.648702  5.717529       0.75
362   0.4  4.096557  85.716427  3.501077       0.52
363   0.1  4.126361 130.405515  3.504326       0.78
364   0.7  8.364724  56.848730  7.383895       1.00
365   1.0  6.097733  97.279490  5.454929       0.75
366   0.8  3.823294 108.296469  3.014770       0.72
367   0.3  7.185444  54.835625  6.547545       0.20
368   0.9  6.464727 104.869221  5.884728       0.92
369   0.2 10.066794 129.932795  9.886863       0.85
370   0.1  2.802017 105.994886  1.812682       0.67
371   0.0  4.775663 122.709967  4.103023       0.42
372   0.5  4.285920 129.844982  3.638654       0.75
373   0.5  4.714883 126.971040  3.857766       0.72
374   0.6  4.956291 140.271925  4.586442       0.51
375   0.6  4.742215  92.822356  3.853948       0.72
376   0.3  2.144902  57.521096  1.422917       0.70
377   0.6  5.784883 100.936741  5.188605       0.50
378   0.0  3.900599  83.136303  3.376848       0.45
379   0.1  5.256825  48.020841  5.051277       0.43
380   0.2  4.930507 133.144218  4.322533       0.76
381   0.2  3.779970  81.917603  3.300132       0.20
382   0.8  4.932571 145.049682  4.117375       1.00
383   0.3  3.873938 127.357972  3.177405       1.00
384   0.4  4.110322 129.028801  3.414308       0.65
385   0.9  4.220817 131.051577  3.360428       0.73
386   0.1  4.014468 130.412567  3.304471       0.73
387   0.4  4.581803  96.201497  3.544981       0.71
388   0.0  3.609745 119.287237  3.002430       0.72
389   0.3  3.251530 113.695776  2.598607       0.10
390   0.8  5.009943  92.430707  4.204236       0.72
391   0.9  2.855929 142.125550  1.893038       0.51
392   1.0  6.548867  56.295756  5.583031       0.46
393   0.3  4.438322  85.904090  4.074967       0.71
394   0.1  2.102712  57.281851  1.299857       0.77
395   0.4  4.825770  48.150214  4.215799       1.00
396   1.0  4.387080 127.021435  3.948367       0.75
397   0.1  4.257979  87.678897  3.868648       1.00
398   0.1  4.421195 130.110055  3.972798       1.00
399   0.4  6.456166 101.721477  5.637067       0.80
400   0.8  5.335224 149.908738  4.574870       0.40
401   0.2  2.674088  99.573293  1.977590       0.41
402   0.5  5.173440  99.251400  4.564689       0.78
403   0.8  8.734257  55.438291  7.834574       1.00
404   0.2  3.067875 108.707366  2.333202       0.75
405   0.3  5.115982  86.011995  4.770185       0.43
406   0.4  7.258015  54.449752  6.677121       0.90
407   0.8  5.183686 144.327844  4.629527       0.76
408   0.3  5.260913  97.315418  4.876563       0.62
409   0.3  3.744785 160.361227  3.274210       0.75
410   1.0  5.392931  85.313461  4.512221       1.00
411   0.3  6.413989 148.595443  6.157780       0.40
412   0.5  2.798045  69.232898  1.927452       0.70
413   0.3  2.865049  70.258528  1.915053       0.50
414   0.4  4.263137 138.238345  3.224351       0.81
415   1.0  4.595789 137.221768  3.879117       0.45
416   0.5  3.571503 107.613727  2.862187       0.92
417   0.7  4.668756  46.145589  4.312868       0.15
418   0.6  5.129597  89.250415  4.401562       0.34
419   0.1  4.848848 145.178298  4.218871       0.62
420   0.9  5.662689 153.507247  5.055426       1.00
421   0.1  5.440336 113.342610  4.524963       0.73
422   0.5  4.413032 133.716219  3.909854       0.65
423   0.9  8.008727 155.772969  7.414565       0.80
424   0.0  5.321751  49.181981  4.943937       0.20
425   0.8  4.518242  84.932314  3.821119       0.80
426   0.3  3.403130 115.422218  2.747779       0.61
427   0.5  5.033237 133.467924  4.399247       0.75
428   0.4  3.149155 108.079191  2.492742       0.71
429   0.4  8.602197  54.094069  7.893705       0.86
430   0.4  5.017023 139.795392  4.456582       0.82
431   1.0  4.686212  91.697835  3.736455       0.50
432   0.0  4.298160 130.428309  3.754365       1.00
433   0.1  6.295668 143.367274  5.887566       0.71
434   0.9  3.998636  85.314808  3.087710       0.64
435   0.1  3.345281 113.177501  2.827348       0.70
436   0.5  4.309990  91.576888  3.561036       0.65
437   0.0  3.796750 126.296848  2.968572       0.55
438   0.5  7.647314  88.878075  7.279747       0.40
439   0.1  4.563003 137.237116  4.114762       0.40
440   0.2  3.778143  84.934049  2.994358       0.80
441   0.7  8.522948  53.638761  7.888641       0.82
442   0.0  3.855127  76.824492  3.386930       0.40
443   0.5  3.621643 120.022774  2.871118       0.43
444   0.9  7.851915 104.913302  6.987705       0.60
445   0.7  5.211091  92.429008  4.557443       0.83
446   0.6  4.211430  88.902461  3.641816       0.40
447   0.3  5.146649  90.817904  4.412906       0.86
448   0.1  3.010511  72.239660  2.283832       0.40
449   0.3  6.368066 103.292353  6.045386       0.77
450   0.8  4.063879 130.324461  3.230571       1.00
601   0.3  3.897940 132.651455  2.785676       1.00
602   0.4  4.939996 151.968020  3.938826       0.77
603   0.5  4.989948 147.473837  4.332796       0.75
604   0.5  7.932523 106.944018  7.403941       0.74
605   0.1  2.817757 137.527909  2.210600       1.00
606   0.5  4.342144 133.141430  3.933528       0.72
607   0.4  3.864251 123.375750  3.253831       0.90
608   0.1  2.260157  90.405445  1.393076       0.62
609   0.6  3.910500 165.343807  3.147010       0.78
610   0.0  5.162663 157.319828  4.652037       0.76
611   0.5  4.408256 133.821475  3.676956       0.43
612   0.8  5.065250  99.154462  4.051251       0.65
613   0.4  6.372287 132.120071  5.730178       0.65
614   0.3  9.849845 150.754904  8.450222       0.85
615   0.2  4.041073 129.786792  3.255529       0.75
616   1.0  4.740269  94.353748  4.072437       1.00
617   0.7  3.497951 121.480517  2.447088       0.71
618   0.1  5.756734 147.239130  5.137025       0.80
619   0.7  5.969163 153.849237  5.261740       0.65
620   0.1  3.078476 114.214236  1.993728       0.83
621   0.8  4.635158 175.739445  4.045365       1.00
622   0.1  2.724291  66.734409  1.995742       1.00
623   0.5  3.947876 131.573527  3.019194       0.78
624   0.4  4.856164 128.724099  4.129555       0.25
625   0.1  5.932639 132.095167  5.240081       0.42
626   0.3  3.929988  83.525266  3.400130       0.61
627   0.0  3.005835 110.045917  2.145530       0.78
628   0.4  7.665675 129.455607  7.072475       0.85
629   0.2  4.233824 135.274660  3.422042       0.75
630   0.3  4.260597 127.784162  3.729256       0.83
631   0.2  3.349135 151.949941  2.487308       0.72
632   0.7  4.518547 182.376264  3.928704       0.20
633   1.0  6.398601 104.776405  5.903286       0.76
634   0.8  5.524437 138.796303  4.467482       0.82
635   0.7  3.969165 124.385866  3.477798       0.77
636   0.5  3.993780 131.079491  3.216987       1.00
637   0.7  6.251089 153.387217  5.641161       0.83
638   0.1  3.811267  81.832398  3.496452       1.00
639   0.2  2.861795 103.563588  2.289091       1.00
640   0.4  3.661549 111.643998  3.133624       0.80
641   0.4  4.570765 181.929786  3.801710       0.75
642   0.3  4.726428 133.318109  4.245917       0.83
643   0.5  4.973712 195.247981  4.245781       0.72
644   0.4  3.882712 120.928875  3.285098       0.65
645   0.9  5.860498 103.490547  5.011113       0.80
646   0.2  6.091944 124.511331  5.620234       0.75
647   0.5  5.428294  90.665967  4.840592       0.71
648   0.7  2.431974  93.096581  1.831303       1.00
649   0.9  4.507519  92.819775  3.575966       1.00
650   0.2  4.947083 134.594721  4.260804       0.75
651   0.2  4.071251 129.424193  3.496760       0.43
652   0.7  5.298688 130.038836  4.700261       0.67
653   0.4  6.270204 163.947524  5.286800       0.75
654   0.6  3.087221 107.001932  2.423528       0.78
655   0.0  4.270329 127.803892  3.834543       1.00
656   0.7  3.447631 113.495704  2.878208       0.74
657   0.6  4.033468 126.381316  3.354511       0.76
658   0.4  6.199401 103.964929  5.794427       0.76
659   0.5  3.040354  74.001679  2.180478       0.65
660   0.9  4.216288 131.767170  3.387136       0.75
661   0.8  7.801698 134.664809  7.233535       0.75
662   0.7  5.460473  83.813811  4.876160       0.82
663   0.6  3.638998 123.345953  2.890131       0.86
664   0.7  3.661565 124.400969  2.759141       0.70
665   0.3  5.211926 191.395029  4.575260       0.20
666   0.0  3.869160 124.625261  3.306925       0.83
667   0.6  4.876727 133.028363  4.419908       0.76
668   0.6  4.712272  47.055736  4.210169       0.55
669   0.1  4.263974  91.875206  3.437827       0.83
670   0.3  4.779887 130.528763  4.248744       0.70
671   0.2  3.794788 119.738414  3.238308       0.65
673   0.5  4.153706 131.985909  3.380398       0.74
674   0.3  5.692948 102.122229  5.038661       1.00
675   0.3  4.301110 134.075246  3.574031       0.73
676   0.2  6.121759 105.011826  5.507731       0.72
677   0.7  6.162942 144.491376  5.782033       0.86
678   0.3  3.598850 117.508541  3.100937       0.75
679   0.6  2.262573  88.073299  1.714725       0.78
680   0.3  3.640519 123.611901  2.789210       0.50
681   0.5  3.065849 107.002546  2.512023       0.65
682   0.6  3.899887 126.015599  3.353661       0.50
683   0.2  6.085424 101.559859  5.778551       0.75
684   0.3  1.682064  72.608004  1.075555       0.64
685   0.3  4.173005 127.772421  3.797811       0.83
686   0.6  4.399766 129.403729  3.678891       0.78
687   0.7  3.144000 109.717746  2.429273       0.55
688   0.0  4.081288 168.209549  3.611424       0.74
689   0.1  2.357409  91.676829  1.637833       1.00
690   0.0  3.224688 113.156102  2.605208       0.51
691   0.5  3.009604 106.959994  2.363960       0.78
692   0.6  5.106229 187.304542  4.481256       0.83
693   0.5  3.344927 115.354750  2.799344       0.53
694   0.8  6.379667 102.317276  5.958512       1.00
695   0.9  3.978588 168.808177  3.390923       0.74
696   0.7  4.280731 133.384266  3.675114       0.78
697   0.2  2.767333 102.018295  2.030159       0.86
698   0.4  4.227509 125.411465  3.401227       0.65
699   0.7  2.107185  56.075745  1.555533       1.00
700   0.3  4.110897 131.775930  3.173739       0.78


Moyenne P_10 : 0.4382


idf — Kendall: 0.156, Pearson: 0.212

scq — Kendall: 0.015, Pearson: 0.002

ictf — Kendall: 0.133, Pearson: 0.192

llm_score — Kendall: 0.028, Pearson: 0.063
